Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
Coenzyme A	25	-9.6956	0.98603	1	30.598	0.003992	0.062137	39.529	0.001996	0.043368	12	8.9021	0.83234	0.93661	13	46.265	0.001996	0.057415
Hydroxymethylglutaryl-CoA	2	5.5841	0.14371	0.55654	-5.5841	0.88623	1	5.3316	0.45709	0.75632	2	5.3316	0.41916	0.78867	0	NA	NA	NA
But-2-enoyl-[acyl-carrier protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Dodec-2-enoyl-[acyl-carrier protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Dec-2-enoyl-[acyl-carrier protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Hexadec-2-enoyl-[acyl-carrier protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Hex-2-enoyl-[acp]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Octadec-2-enoyl-[acyl-carrier-protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Oct-2-enoyl-[acp]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
trans-Tetradec-2-enoyl-[acyl-carrier protein]	4	5.9587	0.10579	0.51041	-5.9587	0.92415	1	5.4245	0.66866	0.8493	4	5.4245	0.65469	0.87516	0	NA	NA	NA
Butyryl-[acyl-carrier protein]	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Dodecanoyl-ACP (n-C12:0ACP)	3	7.5145	0.075848	0.45256	-6.7344	0.94212	1	6.9009	0.4012	0.70678	3	6.9009	0.37725	0.75848	0	NA	NA	NA
Dodecanoyl-[acyl-carrier protein]	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Decanoyl-[acyl-carrier protein]	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Hexanoyl-[acyl-carrier protein]	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Myristoyl-ACP (n-C14:0ACP)	3	7.5145	0.075848	0.45256	-6.7344	0.94212	1	6.9009	0.4012	0.70678	3	6.9009	0.37725	0.75848	0	NA	NA	NA
Octadecanoyl-ACP (n-C18:0ACP)	2	2.4429	0.28743	0.7272	-2.4429	0.72854	1	1.7423	0.85828	0.93953	2	1.7423	0.81836	0.93661	0	NA	NA	NA
Octanoyl-[acyl-carrier protein]	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Tetradecenoyl-ACP (n-C14:1ACP)	2	2.4429	0.28743	0.7272	-2.4429	0.72854	1	1.7423	0.85828	0.93953	2	1.7423	0.81836	0.93661	0	NA	NA	NA
Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	1	2.9173	0.26747	0.70928	-2.9173	0.73453	1	2.6939	0.51098	0.7862	1	2.6939	0.46707	0.83659	0	NA	NA	NA
Decanoyl-ACP (n-C10:0ACP)	2	8.8233	0.051896	0.3962	-7.8679	0.95808	1	8.6144	0.24351	0.5859	2	8.6144	0.19162	0.6332	0	NA	NA	NA
Trans-3-cis-11-vacceoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Hex-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Oct-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-octadec-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Dec-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Dodec-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Hexadec-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Trans-Tetradec-2-enoyl-[acyl-carrier protein]	3	4.976	0.16168	0.55654	-4.976	0.87026	1	4.4745	0.63673	0.84387	3	4.4745	0.63872	0.87516	0	NA	NA	NA
Malonyl-CoA	6	12.836	0.00998	0.20842	-12.836	0.998	1	12.514	0.29341	0.62058	6	12.514	0.16966	0.6332	0	NA	NA	NA
(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(R)-3-Hydroxyhexanoyl-[acp]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	5	6.0276	0.13373	0.5503	-5.238	0.88423	1	10.48	0.35729	0.67237	4	9.0305	0.29341	0.68734	1	5.3736	0.28144	0.52199
(3R)-3-Hydroxyacyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
R-3-hydroxypalmitoyl-[acyl-carrier protein]	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
Enoylglutaryl-[acyl-carrier protein] methyl ester	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
Enoylpimeloyl-[acyl-carrier protein] methyl ester	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester	3	9.0508	0.055888	0.3962	-8.0315	0.95609	1	8.6384	0.28942	0.61945	3	8.6384	0.23553	0.67294	0	NA	NA	NA
3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester	2	4.0315	0.19561	0.58847	-4.0315	0.81836	1	3.5752	0.65868	0.8493	2	3.5752	0.6008	0.87516	0	NA	NA	NA
3-Oxododecanoyl-[acyl-carrier protein]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxodecanoyl-[acyl-carrier protein]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxohexanoyl-[acyl-carrier protein]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxohexadecanoyl-[acp]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxooctanoyl-[acyl-carrier protein]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxooctadecanoyl-[acp]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
3-Oxotetradecanoyl-[acyl-carrier protein]	3	8.1052	0.071856	0.45256	-6.3058	0.92615	1	14.3	0.095808	0.37464	2	13.714	0.053892	0.38749	1	5.3736	0.28144	0.52199
Acetoacetyl-[acyl-carrier protein]	4	7.5349	0.077844	0.46063	-5.9766	0.92415	1	12.643	0.2016	0.54545	3	11.496	0.11976	0.54153	1	5.3736	0.28144	0.52199
Malonyl-[acyl-carrier protein]	3	9.4793	0.051896	0.3962	-8.6992	0.97405	1	9.0736	0.26547	0.60235	3	9.0736	0.21756	0.67294	0	NA	NA	NA
3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]	2	13.814	0.013972	0.20842	-11.61	1	1	13.714	0.097804	0.37464	2	13.714	0.053892	0.38749	0	NA	NA	NA
3-Oxooctadecanoyl-[acyl-carrier protein]	2	13.814	0.013972	0.20842	-11.61	1	1	13.714	0.097804	0.37464	2	13.714	0.053892	0.38749	0	NA	NA	NA
3-Oxohexadecanoyl-[acyl-carrier protein]	2	13.814	0.013972	0.20842	-11.61	1	1	13.714	0.097804	0.37464	2	13.714	0.053892	0.38749	0	NA	NA	NA
Acetyl-ACP	1	9.5607	0.037924	0.35265	-8.2095	1	1	9.4887	0.14571	0.43896	1	9.4887	0.087824	0.45908	0	NA	NA	NA
3-Oxo-glutaryl-[acyl-carrier protein] methyl ester	1	9.9751	0.031936	0.32206	-8.2095	1	1	9.906	0.13373	0.42748	1	9.906	0.085828	0.45908	0	NA	NA	NA
4-Methyl-5-(2-hydroxyethyl)-thiazole	1	-8.2095	1	1	21.273	0.10379	0.45314	11.302	0.11577	0.40689	0	NA	NA	NA	1	11.302	0.11577	0.36523
4-Methyl-5-(2-phosphoethyl)-thiazole	3	-14.219	1	1	29.304	0.001996	0.044661	18.677	0.035928	0.26021	0	NA	NA	NA	3	18.677	0.055888	0.2775
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	2	-11.61	1	1	20.848	0.005988	0.062137	13.852	0.093812	0.37464	0	NA	NA	NA	2	13.852	0.16766	0.44318
4-Amino-5-hydroxymethyl-2-methylpyrimidine	4	-7.1793	0.9481	1	13.711	0.061876	0.40645	8.3383	0.42515	0.73631	0	NA	NA	NA	4	8.3383	0.52695	0.74258
4-Amino-2-methyl-5-phosphomethylpyrimidine	1	-8.2095	1	1	21.273	0.10379	0.45314	11.509	0.11377	0.40585	0	NA	NA	NA	1	11.509	0.11577	0.36523
Pyridoxamine	3	-2.6673	0.70259	1	10.21	0.16168	0.61575	8.3242	0.3014	0.62871	2	2.0566	0.78643	0.93661	1	11.509	0.11577	0.36523
Pyridoxal	3	-0.73488	0.56287	0.99207	8.2773	0.19561	0.64246	10.365	0.21158	0.55978	2	4.5555	0.50898	0.86888	1	11.509	0.11577	0.36523
Thiamin monophosphate	5	-0.65817	0.54291	0.99207	1.1788	0.56088	1	8.7971	0.48303	0.77307	2	6.4577	0.34531	0.72992	3	6.0843	0.58683	0.78619
D-Fructose	7	16.321	0.013972	0.20842	-6.4453	0.93014	1	24.929	0.011976	0.12628	5	24.32	0.003992	0.07984	2	8.1843	0.32136	0.56527
Maltose	10	-10.234	0.98004	1	26.758	0.00998	0.094022	23.111	0.033932	0.24826	3	6.903	0.37725	0.75848	7	23.103	0.055888	0.2775
Sucrose	6	8.926	0.053892	0.3962	7.074	0.2994	0.78238	29.308	0.001996	0.043368	3	25.932	0.001996	0.061054	3	15.516	0.11178	0.36523
Adenosine	7	-11.423	0.99401	1	26.236	0.003992	0.062137	22.718	0.027944	0.21315	1	1.2263	0.67066	0.87536	6	24.038	0.023952	0.21296
dAMP	4	9.2071	0.041916	0.37515	-6.9291	0.95409	1	10.75	0.25749	0.59362	3	11.458	0.11976	0.54153	1	1.656	0.68663	0.86985
Inorganic triphosphate	7	-1.6438	0.65469	1	6.5815	0.30739	0.79168	15.829	0.17166	0.48647	3	7.0804	0.36128	0.75146	4	14.808	0.17166	0.44888
Thiamin triphosphate	1	1.598	0.36527	0.82176	-1.598	0.63673	1	1.2263	0.70858	0.8493	1	1.2263	0.67066	0.87536	0	NA	NA	NA
Co2+	9	-9.4164	0.97405	1	18.126	0.0499	0.35028	17.299	0.17166	0.48647	3	6.6645	0.4012	0.77555	6	16.474	0.1976	0.47836
(R)-Acetoin	2	-3.2764	0.74251	1	3.2764	0.30339	0.78706	2.8689	0.73852	0.86241	0	NA	NA	NA	2	2.8689	0.75449	0.90858
(R,R)-2,3-Butanediol	1	-2.9358	0.74451	1	2.9358	0.25749	0.72011	2.7137	0.50898	0.7862	0	NA	NA	NA	1	2.7137	0.501	0.71634
Diacetyl	1	-2.9358	0.74451	1	2.9358	0.25749	0.72011	2.7137	0.50898	0.7862	0	NA	NA	NA	1	2.7137	0.501	0.71634
Xanthine	6	-10.204	0.98603	1	26.204	0.005988	0.062137	24.322	0.015968	0.15902	2	2.1465	0.77645	0.93661	4	28.27	0.007984	0.10845
Xanthosine 5-phosphate	5	7.6281	0.081836	0.46876	-7.6281	0.94611	1	8.9426	0.47505	0.7637	4	9.1701	0.27944	0.68734	1	1.656	0.68663	0.86985
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	4	3.8055	0.18164	0.58319	-3.8055	0.8523	1	3.1419	0.86228	0.94102	4	3.1419	0.88224	0.93661	0	NA	NA	NA
5-amino-1-(5-phospho-D-ribosyl)imidazole	5	2.6701	0.29341	0.73714	-2.6701	0.77445	1	2.9462	0.92415	0.96732	4	2.9087	0.8982	0.93661	1	0.77036	0.80639	0.90858
5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	3	3.0779	0.26946	0.71193	-3.0779	0.76447	1	2.4717	0.83034	0.92734	3	2.4717	0.83832	0.93661	0	NA	NA	NA
L-Asparaginyl-tRNA(Asn)	4	6.4062	0.097804	0.51041	-6.4062	0.94212	1	5.966	0.60279	0.84387	4	5.966	0.57884	0.87516	0	NA	NA	NA
L-Glutaminyl-tRNA(Gln)	3	4.4765	0.19361	0.58847	-4.4765	0.83832	1	4.0455	0.68263	0.8493	3	4.0455	0.69661	0.87536	0	NA	NA	NA
L-Aspartyl-tRNA(Asn)	3	4.4765	0.19361	0.58847	-4.4765	0.83832	1	4.0455	0.68263	0.8493	3	4.0455	0.69661	0.87536	0	NA	NA	NA
Glutamine tRNA charged with glutamate	3	4.4765	0.19361	0.58847	-4.4765	0.83832	1	4.0455	0.68263	0.8493	3	4.0455	0.69661	0.87536	0	NA	NA	NA
1,2-Diacylglycerol	7	-0.49046	0.56287	0.99207	0.49046	0.6008	1	7.3947	0.7525	0.87446	5	3.7299	0.8982	0.93661	2	7.9368	0.33533	0.58354
Nicotinate	5	-3.9424	0.79441	1	9.7848	0.16966	0.6235	14.237	0.17964	0.50118	2	3.6445	0.58683	0.87516	3	15.404	0.11577	0.36523
Maleate	1	2.3297	0.30339	0.74907	-2.3297	0.6986	1	2.0574	0.60679	0.84387	1	2.0574	0.55689	0.87516	0	NA	NA	NA
Maleamate	1	2.3297	0.30339	0.74907	-2.3297	0.6986	1	2.0574	0.60679	0.84387	1	2.0574	0.55689	0.87516	0	NA	NA	NA
Nicotinamide	1	2.3297	0.30339	0.74907	-2.3297	0.6986	1	2.0574	0.60679	0.84387	1	2.0574	0.55689	0.87516	0	NA	NA	NA
Dihydroxyacetone phosphate	8	-3.3853	0.7485	1	13.034	0.12774	0.53488	17.179	0.18363	0.51033	3	7.3056	0.33533	0.72054	5	16.071	0.17166	0.44888
Glyceraldehyde 3-phosphate	9	-8.9662	0.96806	1	22.03	0.025948	0.20875	21.586	0.03992	0.26682	2	4.2838	0.52695	0.87317	7	22.187	0.06986	0.31631
D-Fructose 1,6-bisphosphate	4	-6.9063	0.94212	1	19.97	0.031936	0.24587	15.664	0.1018	0.37623	2	1.2076	0.87026	0.93661	2	20.945	0.025948	0.21506
D-Glycerate 2-phosphate	9	-16.277	1	1	38.05	0.001996	0.044661	26.782	0.007984	0.10801	1	2.6593	0.47505	0.83659	8	27.466	0.011976	0.14641
3-Phospho-D-glycerate	9	-13.742	0.99601	1	31.161	0.003992	0.062137	23.913	0.013972	0.1411	1	2.6593	0.47505	0.83659	8	24.424	0.031936	0.25188
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	2	-4.5367	0.84232	1	4.5367	0.23353	0.70295	4.2443	0.57884	0.82795	0	NA	NA	NA	2	4.2443	0.59681	0.78875
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	1	-3.5378	0.76447	1	3.5378	0.23952	0.70295	3.3504	0.45309	0.75551	0	NA	NA	NA	1	3.3504	0.43114	0.66507
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	1	-3.5378	0.76447	1	3.5378	0.23952	0.70295	3.3504	0.45309	0.75551	0	NA	NA	NA	1	3.3504	0.43114	0.66507
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-lactate	2	-4.5367	0.84232	1	4.5367	0.23353	0.70295	4.2443	0.57884	0.82795	0	NA	NA	NA	2	4.2443	0.59681	0.78875
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	2	-4.5367	0.84232	1	4.5367	0.23353	0.70295	4.2443	0.57884	0.82795	0	NA	NA	NA	2	4.2443	0.59681	0.78875
UTP	13	-7.01	0.9481	1	21.503	0.013972	0.12826	23.948	0.053892	0.29497	6	8.3395	0.49701	0.85577	7	24.915	0.033932	0.26222
lipoteichoic acid (n=25, LRE specific)	6	11.729	0.013972	0.20842	-11.729	0.99601	1	11.375	0.35729	0.67237	6	11.375	0.22954	0.67294	0	NA	NA	NA
Lipoteichoic acid (n=25) with 100% D-Ala substitutions (LRE specific)	6	6.8608	0.10978	0.51041	-6.8608	0.9501	1	11.461	0.3493	0.67237	5	9.8715	0.31737	0.71551	1	5.9994	0.25349	0.52199
apoprotein [acyl carrier protein]	1	0.80986	0.41916	0.91378	-0.80986	0.58283	1	0.20696	0.83633	0.9298	1	0.20696	0.83433	0.93661	0	NA	NA	NA
Adenosine 3,5-bisphosphate	2	1.7908	0.33333	0.79556	-1.7908	0.67864	1	1.1169	0.89421	0.94705	2	1.1169	0.88423	0.93661	0	NA	NA	NA
Adenine	8	-8.5129	0.96806	1	22.369	0.00998	0.094022	25.212	0.021956	0.18305	2	7.2043	0.27545	0.68533	6	24.953	0.01996	0.19138
Guanine	9	-3.6527	0.78044	1	16.717	0.057884	0.39099	24.349	0.013972	0.1411	5	7.3815	0.54092	0.87516	4	28.27	0.007984	0.10845
Hypoxanthine	6	-7.4468	0.93613	1	23.447	0.011976	0.11136	27.242	0.001996	0.043368	2	7.2043	0.27545	0.68533	4	28.27	0.007984	0.10845
IMP	7	7.6459	0.097804	0.51041	-7.6459	0.96208	1	8.0126	0.71257	0.8493	4	11.067	0.19361	0.6332	3	-0.53944	0.99002	0.998
P1,P4-Bis(5-adenosyl) tetraphosphate	2	0.68967	0.42116	0.91378	-0.68967	0.59082	1	-0.58383	0.98204	0.99312	2	-0.58383	0.97804	0.98946	0	NA	NA	NA
L-Lysine-tRNA (Lys)	2	0.54167	0.43114	0.92424	-0.54167	0.58084	1	-1.9656	0.99401	0.99679	2	-1.9656	1	1	0	NA	NA	NA
tRNA(Lys)	2	0.54167	0.43114	0.92424	-0.54167	0.58084	1	-1.9656	0.99401	0.99679	2	-1.9656	1	1	0	NA	NA	NA
N6-(1,2-Dicarboxyethyl)-AMP	2	2.1931	0.30339	0.74907	-2.1931	0.71058	1	2.0064	0.82834	0.92734	1	3.3186	0.40719	0.78034	1	-0.48115	0.95808	0.99634
Choline	6	-5.2795	0.85828	1	5.2795	0.37525	0.8956	8.768	0.56886	0.82733	1	4.9824	0.26347	0.68339	5	7.3767	0.69661	0.87568
Ethanolamine	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
sn-Glycero-3-phosphocholine	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
sn-Glycero-3-phosphoethanolamine	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
Glycerophosphoglycerol	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
sn-Glycero-3-phospho-1-inositol	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
Glycerophosphoserine	1	5.1148	0.15569	0.55654	-5.1148	0.84631	1	4.9824	0.31936	0.64141	1	4.9824	0.26347	0.68339	0	NA	NA	NA
Glycerol	14	-0.82885	0.56487	0.99207	26.037	0.00998	0.094022	48.715	0.001996	0.043368	6	20.531	0.003992	0.07984	8	46.664	0.001996	0.057415
myo-Inositol	4	0.97477	0.35529	0.82176	-0.97477	0.69062	1	7.376	0.50499	0.78542	3	4.62	0.62275	0.87516	1	6.75	0.22754	0.51936
2,5-diketo-D-gluconate	4	11.076	0.017964	0.23819	-9.6496	0.98802	1	10.608	0.26547	0.60235	4	10.608	0.22156	0.67294	0	NA	NA	NA
2-Dehydro-L-gulonate	3	12.192	0.015968	0.21987	-10.545	0.99202	1	11.948	0.16766	0.48279	3	11.948	0.10778	0.52355	0	NA	NA	NA
5-Dehydro-D-gluconate	4	11.076	0.017964	0.23819	-9.6496	0.98802	1	10.608	0.26547	0.60235	4	10.608	0.22156	0.67294	0	NA	NA	NA
L-Glyceraldehyde	1	11.063	0.025948	0.29029	-8.2095	1	1	11.001	0.11976	0.4127	1	11.001	0.075848	0.43342	0	NA	NA	NA
L-Arabinitol	1	11.063	0.025948	0.29029	-8.2095	1	1	11.001	0.11976	0.4127	1	11.001	0.075848	0.43342	0	NA	NA	NA
L-Arabinose	1	11.063	0.025948	0.29029	-8.2095	1	1	11.001	0.11976	0.4127	1	11.001	0.075848	0.43342	0	NA	NA	NA
D-Glyceraldehyde	3	6.1905	0.10778	0.51041	-4.5428	0.84431	1	7.2096	0.38523	0.70104	2	8.1501	0.22555	0.67294	1	0.96136	0.79441	0.90858
4-Aminobutanoate	6	5.8285	0.14571	0.55654	2.8357	0.47505	0.98305	16.352	0.12375	0.4127	3	14.364	0.06986	0.42738	3	8.7613	0.39521	0.63781
gammaglutamyl-gamma-aminobutyrate	1	9.6268	0.031936	0.32206	-8.2095	1	1	9.5553	0.14571	0.43896	1	9.5553	0.087824	0.45908	0	NA	NA	NA
gamma-L-Glutamyl-L-cysteine	2	12.508	0.01996	0.2464	-5.4712	0.88224	1	12.567	0.11178	0.40072	1	18.123	0.035928	0.35928	1	-0.34999	0.9521	0.99634
Reduced glutathione	2	7.0368	0.091816	0.51041	9.2376	0.17166	0.6235	26.157	0.003992	0.068149	1	18.123	0.035928	0.35928	1	18.868	0.053892	0.2775
