Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
Cardiolipin Synthase (LRE specific)	3	19.212	0.001996	0.21186	-11.658	1	1	19.063	0.033932	0.36174	3	19.063	0.015968	0.28232	0	NA	NA	NA
Cob(I)yrinate a,c diamide <=>  Adenosyl cobyrinate a,c diamide	2	-1.1002	0.60479	1	10.338	0.16367	0.62685	19.675	0.015968	0.36174	1	6.5509	0.18962	0.58816	1	21.273	0.067864	0.39724
Cob(II)yrinate a,c diamide <=> Cob(I)yrinate a,c diamide	1	-8.2095	1	1	21.273	0.1018	0.50089	16.99	0.057884	0.43597	0	NA	NA	NA	1	16.99	0.075848	0.39724
Cobalt transport via ABC system	7	-7.3292	0.93613	1	12.267	0.13972	0.58994	16.268	0.16766	0.49308	3	6.6645	0.36527	0.79925	4	15.749	0.1517	0.44975
Cobinamide adenyltransferase	2	-1.1002	0.60479	1	10.338	0.16367	0.62685	19.675	0.015968	0.36174	1	6.5509	0.18962	0.58816	1	21.273	0.067864	0.39724
Cobyrinic acid a,c-diamide synthase	1	-8.2095	1	1	21.273	0.1018	0.50089	8.4412	0.15369	0.47844	0	NA	NA	NA	1	8.4412	0.19361	0.49702
Cobyrinic acid a,c-diamide synthase (EC 6.3.1.-)	1	-8.2095	1	1	21.273	0.1018	0.50089	8.4412	0.15369	0.47844	0	NA	NA	NA	1	8.4412	0.19361	0.49702
Copper export via ATPase	1	-4.9874	0.83832	1	4.9874	0.16567	0.63124	4.8517	0.28543	0.60848	0	NA	NA	NA	1	4.8517	0.35329	0.6495
Cystathionine beta synthase	2	-4.6667	0.81437	1	13.904	0.11577	0.54347	10.524	0.17964	0.49501	1	1.2403	0.71257	0.84666	1	13.643	0.0998	0.39724
Cysteine Desulfhydrase	1	6.6705	0.095808	0.57408	-6.6705	0.90818	1	6.568	0.20559	0.52563	1	6.568	0.18762	0.58816	0	NA	NA	NA
Cysteinyl-tRNA synthetase	1	-0.3036	0.53094	1	0.3036	0.47305	1	-0.71091	0.9521	0.98114	0	NA	NA	NA	1	-0.71091	0.96407	0.99292
Cytidine hydrolase	2	-11.61	1	1	30.085	0.007984	0.19774	22.18	0.00998	0.36174	0	NA	NA	NA	2	22.18	0.017964	0.39724
Cytosine deaminase	2	-1.1272	0.60679	1	1.1272	0.41517	0.92634	0.18726	0.93812	0.97074	0	NA	NA	NA	2	0.18726	0.96008	0.99292
D-Alanine lipoteichoic acid ligase	4	10.506	0.03992	0.38223	-10.506	0.99202	1	10.246	0.29741	0.61464	4	10.246	0.19561	0.59219	0	NA	NA	NA
D-alanine transaminase	1	1.8327	0.34531	0.81709	-1.8327	0.65868	1	1.4997	0.6487	0.80305	1	1.4997	0.67465	0.84666	0	NA	NA	NA
D-alanine transport via proton symport	2	3.2866	0.24152	0.70017	-3.2866	0.77046	1	5.7382	0.38723	0.70612	1	6.4883	0.19162	0.58816	1	1.6267	0.71657	0.8874
D-alanine-D-lactate ligase (reversible)	1	-2.9733	0.73653	1	2.9733	0.26547	0.8127	2.7537	0.48902	0.73516	0	NA	NA	NA	1	2.7537	0.56287	0.85543
D-alanine:D-alanine ligase (ADP-forming)	1	-2.9733	0.73653	1	2.9733	0.26547	0.8127	2.7537	0.48902	0.73516	0	NA	NA	NA	1	2.7537	0.56287	0.85543
D-cysteine transport via ABC system	8	27.305	0.001996	0.21186	-18.419	1	1	26.829	0.007984	0.34942	8	26.829	0.003992	0.22056	0	NA	NA	NA
D-fructose 1-phosphate phosphatase	2	-2.0176	0.66267	1	2.0176	0.36327	0.8735	3.9537	0.55289	0.78503	1	1.2609	0.70858	0.84666	1	4.3305	0.38723	0.68786
D-fructose 6-phosphate phosphatase	3	1.418	0.40918	0.90483	-1.418	0.62675	1	6.2198	0.47106	0.73516	2	4.5555	0.51697	0.81899	1	4.3305	0.38723	0.68786
D-gluconate transport via proton symport, reversible	2	-4.7119	0.81637	1	13.95	0.11377	0.54347	10.603	0.17764	0.49501	1	1.1643	0.71457	0.84676	1	13.831	0.097804	0.39724
D-glucose transport in via proton symport	3	-14.219	1	1	36.847	0.001996	0.19774	20.072	0.023952	0.36174	0	NA	NA	NA	3	20.072	0.037924	0.39724
D-lactate dehydrogenase	4	8.7322	0.06986	0.50394	4.3317	0.37325	0.8804	21.356	0.011976	0.36174	3	14.458	0.047904	0.38894	1	17.671	0.075848	0.39724
D-mannitol dehydrogenase	1	21.273	0.013972	0.38223	-8.2095	1	1	21.273	0.037924	0.36174	1	21.273	0.013972	0.25732	0	NA	NA	NA
D-methionine transport via ABC system	7	11.39	0.017964	0.38223	-11.39	0.998	1	11.028	0.45709	0.73516	6	11.968	0.22355	0.65874	1	-0.13782	0.92615	0.98674
D-serine dehydrogenase	1	3.9729	0.20359	0.70017	-3.9729	0.8004	1	3.8047	0.37525	0.69105	1	3.8047	0.40918	0.81899	0	NA	NA	NA
D-serine transport via proton symport	2	3.2866	0.24152	0.70017	-3.2866	0.77046	1	5.7382	0.38723	0.70612	1	6.4883	0.19162	0.58816	1	1.6267	0.71657	0.8874
DCMP deaminase	1	-2.2032	0.69261	1	2.2032	0.31138	0.86016	1.9176	0.58882	0.80305	0	NA	NA	NA	1	1.9176	0.66667	0.8874
Decanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Deoxyadenosine deaminase	1	-1.1574	0.60878	1	1.1574	0.39321	0.89619	0.68363	0.77046	0.86589	0	NA	NA	NA	1	0.68363	0.84032	0.93099
Deoxycytidine kinase	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
Deoxyribokinase	2	-5.1126	0.84032	1	14.35	0.0998	0.50089	9.624	0.20359	0.52563	1	0.44691	0.83433	0.92174	1	13.163	0.10379	0.39724
Diacylglycerol kinase (LRE specific)	2	-2.2735	0.68064	1	2.2735	0.34731	0.86016	6.1309	0.35928	0.67844	1	2.671	0.51297	0.81899	1	5.9994	0.28543	0.62697
Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	1	-1.5941	0.63074	1	1.5941	0.37126	0.87849	1.2217	0.69661	0.81362	0	NA	NA	NA	1	1.2217	0.76647	0.89139
Dihydoorotic acid dehydrogenase  irreversible	1	11.279	0.031936	0.38223	-8.2095	1	1	11.218	0.10379	0.43597	1	11.218	0.051896	0.38894	0	NA	NA	NA
Dihydropteroate synthase	1	0.47786	0.47505	0.95796	-0.47786	0.52894	1	-0.33915	0.91417	0.96201	1	-0.33915	0.91417	0.9501	0	NA	NA	NA
Dihydrouracil dehydrogenase (NAD)	2	-11.61	1	1	30.085	0.007984	0.19774	18.393	0.021956	0.36174	0	NA	NA	NA	2	18.393	0.045908	0.39724
Dihydroxyacetone transport via facilitated diffusion	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
Diphosphate transport in via ABC system	4	13.119	0.015968	0.38223	-13.119	0.998	1	12.908	0.18164	0.49866	4	12.908	0.083832	0.39419	0	NA	NA	NA
Dodecanoyl-[acyl-carrier protein]: malonyl-CoA  C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
FMN adenylyltransferase	1	-5.6103	0.8523	1	5.6103	0.1497	0.598	5.4891	0.25349	0.58754	0	NA	NA	NA	1	5.4891	0.31737	0.6321
FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	2	1.9834	0.3493	0.81871	-1.9834	0.66068	1	5.2541	0.43513	0.73244	1	5.1816	0.26946	0.72626	1	2.2488	0.63473	0.8874
FMN reductase	1	-8.2095	1	1	21.273	0.1018	0.50089	16.99	0.057884	0.43597	0	NA	NA	NA	1	16.99	0.075848	0.39724
Formyl-CoA Transferase	1	-1.7141	0.64471	1	1.7141	0.35928	0.8735	1.3625	0.67265	0.80849	0	NA	NA	NA	1	1.3625	0.7485	0.8874
Fructose-bisphosphatase	1	1.6273	0.36128	0.81993	-1.6273	0.64072	1	1.2609	0.68663	0.81362	1	1.2609	0.70858	0.84666	0	NA	NA	NA
Fumarate reductase NADH	1	0.43764	0.47705	0.95796	-0.43764	0.52495	1	-0.41696	0.92814	0.96922	1	-0.41696	0.92216	0.9501	0	NA	NA	NA
GDP diphosphokinase	1	-1.9189	0.65868	1	1.9189	0.34531	0.86016	1.5983	0.63872	0.80305	0	NA	NA	NA	1	1.5983	0.72255	0.8874
GMP reductase	1	-0.021892	0.50699	0.98353	0.021892	0.49501	1	-2.1091	0.98802	0.99336	0	NA	NA	NA	1	-2.1091	0.998	0.998
GMP synthase	1	4.1157	0.19162	0.70017	-4.1157	0.81038	1	3.9529	0.35928	0.67844	1	3.9529	0.38723	0.81899	0	NA	NA	NA
GMP synthase (glutamine-hydrolysing)	2	7.062	0.11776	0.64814	-7.062	0.91816	1	6.8649	0.32136	0.64271	2	6.8649	0.30539	0.7336	0	NA	NA	NA
GTP 3',8-cyclase	1	-8.2095	1	1	21.273	0.1018	0.50089	10.69	0.10579	0.43597	0	NA	NA	NA	1	10.69	0.13772	0.43549
GTP cyclohydrolase I	1	3.7627	0.21158	0.70017	-3.7627	0.79042	1	3.5857	0.39721	0.71039	1	3.5857	0.41916	0.81899	0	NA	NA	NA
GTP cyclohydrolase II	2	13.271	0.027944	0.38223	-4.0335	0.8004	1	16.633	0.03992	0.3622	1	21.273	0.013972	0.25732	1	2.2497	0.63473	0.8874
GTP cyclohydrolase II (25drapp)	2	13.271	0.027944	0.38223	-4.0335	0.8004	1	16.633	0.03992	0.3622	1	21.273	0.013972	0.25732	1	2.2497	0.63473	0.8874
GTP diphosphokinase	3	5.5052	0.13573	0.70017	-3.1619	0.76846	1	8.0965	0.31737	0.63816	1	12.212	0.047904	0.38894	2	1.2809	0.87625	0.96068
Galactokinase	1	-8.2095	1	1	21.273	0.1018	0.50089	10.379	0.10978	0.43597	0	NA	NA	NA	1	10.379	0.14172	0.43549
Glucose lipoteichoic acid ligase	2	5.4573	0.16766	0.70017	-5.4573	0.85629	1	5.2118	0.43513	0.73244	2	5.2118	0.44311	0.81899	0	NA	NA	NA
Glucose ribitol teichoic acid ligase	1	0.18608	0.49301	0.97423	-0.18608	0.50898	1	-1.0467	0.96607	0.9846	1	-1.0467	0.96607	0.98048	0	NA	NA	NA
Glucose-1-phosphatase	2	-2.0176	0.66267	1	2.0176	0.36327	0.8735	3.9537	0.55289	0.78503	1	1.2609	0.70858	0.84666	1	4.3305	0.38723	0.68786
Glucose-6-phosphate isomerase	1	-6.4682	0.86627	1	6.4682	0.13772	0.58994	6.3626	0.21756	0.54501	0	NA	NA	NA	1	6.3626	0.26747	0.62697
Glucose-6-phosphate phosphatase	2	0.58597	0.46307	0.95309	-0.58597	0.54691	1	6.726	0.32934	0.6514	1	5.1816	0.26946	0.72626	1	4.3305	0.38723	0.68786
Glutaminyl tRNA synthetase	3	4.4765	0.19361	0.70017	-4.4765	0.83832	1	4.0455	0.68263	0.81362	3	4.0455	0.66667	0.84666	0	NA	NA	NA
Glutamyl-tRNA synthetase	1	2.0095	0.33134	0.80981	-2.0095	0.67066	1	1.7008	0.62275	0.80305	1	1.7008	0.6487	0.84666	0	NA	NA	NA
Glycerate kinase	1	-8.2095	1	1	21.273	0.1018	0.50089	12.413	0.08982	0.43597	0	NA	NA	NA	1	12.413	0.12575	0.43041
Glycerol dehydrogenase	1	-3.5701	0.77645	1	3.5701	0.22555	0.73189	3.3843	0.40918	0.7197	0	NA	NA	NA	1	3.3843	0.49102	0.79221
Glycerol-3-phosphate dehydrogenase (NADP)	1	-1.3405	0.61876	1	1.3405	0.38323	0.88705	0.91502	0.74251	0.85252	0	NA	NA	NA	1	0.91502	0.81836	0.92593
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	1	5.1148	0.15369	0.70017	-5.1148	0.8483	1	4.9824	0.27745	0.60356	1	4.9824	0.28343	0.72626	0	NA	NA	NA
Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	1	5.1148	0.15369	0.70017	-5.1148	0.8483	1	4.9824	0.27745	0.60356	1	4.9824	0.28343	0.72626	0	NA	NA	NA
Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	1	5.1148	0.15369	0.70017	-5.1148	0.8483	1	4.9824	0.27745	0.60356	1	4.9824	0.28343	0.72626	0	NA	NA	NA
Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	1	5.1148	0.15369	0.70017	-5.1148	0.8483	1	4.9824	0.27745	0.60356	1	4.9824	0.28343	0.72626	0	NA	NA	NA
Glycerophosphodiester phosphodiesterase (sn-Glycero-3-phosphocholine)	1	5.1148	0.15369	0.70017	-5.1148	0.8483	1	4.9824	0.27745	0.60356	1	4.9824	0.28343	0.72626	0	NA	NA	NA
Glycyl-tRNA synthetase	2	3.4601	0.23353	0.70017	-3.4601	0.77844	1	3.0901	0.67265	0.80849	2	3.0901	0.66068	0.84666	0	NA	NA	NA
Guanine reversible transport via proton symport	3	4.2047	0.2016	0.70017	-4.2047	0.83034	1	3.6472	0.71058	0.82605	3	3.6472	0.70259	0.84666	0	NA	NA	NA
Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	1	-1.9189	0.65868	1	1.9189	0.34531	0.86016	1.5983	0.63872	0.80305	0	NA	NA	NA	1	1.5983	0.72255	0.8874
Guanylate kinase  GMPdATP	2	2.4087	0.31737	0.79626	-2.4087	0.69461	1	2.2207	0.76647	0.86589	1	3.6322	0.41517	0.81899	1	-0.49158	0.9521	0.99292
Heme B synthesis reaction	1	0.7941	0.43912	0.93219	-0.7941	0.56287	1	0.18367	0.84631	0.92054	1	0.18367	0.87026	0.93977	0	NA	NA	NA
Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Hexadecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Histidyl-tRNA synthetase	1	4.305	0.18762	0.70017	-4.305	0.81437	1	4.149	0.34331	0.66172	1	4.149	0.36926	0.80401	0	NA	NA	NA
Homoserine O-succinyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	11.822	0.097804	0.43597	0	NA	NA	NA	1	11.822	0.13174	0.43549
Hydroxymethylglutaryl CoA reductase	1	4.9282	0.16367	0.70017	-4.9282	0.83832	1	4.7909	0.28942	0.61173	1	4.7909	0.3014	0.72796	0	NA	NA	NA
Hydroxymethylglutaryl CoA synthase	1	2.969	0.2515	0.70017	-2.969	0.7525	1	2.7491	0.48902	0.73516	1	2.7491	0.50499	0.81899	0	NA	NA	NA
Hydroxymethylpyrimidine ABC transporter	2	-3.4818	0.7505	1	3.4818	0.29142	0.8425	3.109	0.67265	0.80849	0	NA	NA	NA	2	3.109	0.68064	0.8874
IMP cyclohydrolase	1	5.1298	0.15369	0.70017	-5.1298	0.8483	1	4.9978	0.27745	0.60356	1	4.9978	0.28144	0.72626	0	NA	NA	NA
IMP dehydrogenase	1	7.0446	0.091816	0.57408	-7.0446	0.91018	1	6.9474	0.18962	0.51677	1	6.9474	0.17565	0.58816	0	NA	NA	NA
ISC Cysteine desulfuration	2	2.1727	0.33533	0.81421	-2.1727	0.67665	1	1.4651	0.82435	0.90593	2	1.4651	0.83034	0.92174	0	NA	NA	NA
ISC [2Fe-2S] Synthesis	3	-2.0263	0.65469	1	2.0263	0.41317	0.92634	4.9366	0.58084	0.80305	2	1.4651	0.83034	0.92174	1	6.4786	0.26547	0.62697
ISC [2Fe-2S] regeneration	3	-2.0263	0.65469	1	2.0263	0.41317	0.92634	4.9366	0.58084	0.80305	2	1.4651	0.83034	0.92174	1	6.4786	0.26547	0.62697
Iron (II) transport via ABC system	1	-8.2095	1	1	21.273	0.1018	0.50089	18.059	0.051896	0.43597	0	NA	NA	NA	1	18.059	0.075848	0.39724
Isoleucyl-tRNA synthetase	1	4.6391	0.17764	0.70017	-4.6391	0.82435	1	4.4937	0.30938	0.62891	1	4.4937	0.33533	0.776	0	NA	NA	NA
Ketol-acid reductoisomerase (2-Acetolactate)	1	-1.3405	0.61876	1	1.3405	0.38323	0.88705	0.91502	0.74251	0.85252	0	NA	NA	NA	1	0.91502	0.81836	0.92593
L-2-hydroxyisocaproate dehydrogenase	3	14.187	0.013972	0.38223	-9.3769	0.98004	1	13.604	0.12575	0.43597	2	17.422	0.023952	0.36997	1	-1.075	0.97405	0.99292
L-Lactate dehydrogenase (menaquinone)	4	-8.792	0.96806	1	28.388	0.005988	0.19774	31.254	0.001996	0.1485	1	6.9474	0.17565	0.58816	3	32.078	0.001996	0.16806
L-Lactate dehydrogenase (ubiquinone)	4	-8.792	0.96806	1	28.388	0.005988	0.19774	31.254	0.001996	0.1485	1	6.9474	0.17565	0.58816	3	32.078	0.001996	0.16806
L-allo-Threonine Aldolase	1	1.8327	0.34531	0.81709	-1.8327	0.65868	1	1.4997	0.6487	0.80305	1	1.4997	0.67465	0.84666	0	NA	NA	NA
L-allo-threonine dehydrogenase	1	3.9729	0.20359	0.70017	-3.9729	0.8004	1	3.8047	0.37525	0.69105	1	3.8047	0.40918	0.81899	0	NA	NA	NA
L-arginine transport in via proton symport	1	0.094756	0.50299	0.98349	-0.094756	0.499	1	-1.4361	0.97804	0.98667	1	-1.4361	0.97605	0.98048	0	NA	NA	NA
L-arginine transport via ABC system	9	31.14	0.001996	0.21186	-16.775	1	1	31.793	0.001996	0.1485	8	33.216	0.001996	0.22056	1	1.4282	0.73653	0.8874
L-asparaginase	1	3.6766	0.21557	0.70017	-3.6766	0.78643	1	3.4957	0.3992	0.71224	1	3.4957	0.42914	0.81899	0	NA	NA	NA
L-cysteine transport via ABC system	8	27.305	0.001996	0.21186	-18.419	1	1	26.829	0.007984	0.34942	8	26.829	0.003992	0.22056	0	NA	NA	NA
L-fucose transport via proton symport	1	-8.2095	1	1	21.273	0.1018	0.50089	12.45	0.087824	0.43597	0	NA	NA	NA	1	12.45	0.12375	0.43041
L-glutamate transport in/out via proton symporter	1	2.0432	0.32735	0.80803	-2.0432	0.67465	1	1.7389	0.61277	0.80305	1	1.7389	0.63673	0.84666	0	NA	NA	NA
L-glutamate transport via ABC system	9	31.14	0.001996	0.21186	-16.775	1	1	31.793	0.001996	0.1485	8	33.216	0.001996	0.22056	1	1.4282	0.73653	0.8874
L-glutamine transport via ABC system	11	22.158	0.001996	0.21186	-15.157	1	1	22.534	0.055888	0.43597	10	23.182	0.005988	0.25732	1	1.4282	0.73653	0.8874
L-histidine transport via ABC system	9	29.281	0.001996	0.21186	-17.187	1	1	28.285	0.003992	0.198	8	30.621	0.001996	0.22056	1	-1.7549	0.99202	0.99675
L-isoeucine transport in/out via proton symport	4	8.2129	0.075848	0.52668	-6.4241	0.93613	1	7.6715	0.48303	0.73516	2	11.895	0.091816	0.40993	2	-1.0456	0.99202	0.99675
L-isoleucine transport in via proton symport	2	12.028	0.031936	0.38223	-9.4983	0.98403	1	11.895	0.13772	0.44551	2	11.895	0.091816	0.40993	0	NA	NA	NA
L-lactate dehydrogenase	9	-0.28575	0.51297	0.98741	16.127	0.067864	0.50089	28.969	0.003992	0.198	4	13.761	0.063872	0.38894	5	26.557	0.013972	0.39724
L-leucine transport in via proton symport	2	12.028	0.031936	0.38223	-9.4983	0.98403	1	11.895	0.13772	0.44551	2	11.895	0.091816	0.40993	0	NA	NA	NA
L-leucine transport in/out via proton symport	4	8.2129	0.075848	0.52668	-6.4241	0.93613	1	7.6715	0.48303	0.73516	2	11.895	0.091816	0.40993	2	-1.0456	0.99202	0.99675
L-lysine transport in/out via proton symport	1	7.4578	0.07984	0.54779	-7.4579	0.92216	1	7.3659	0.17764	0.49501	1	7.3659	0.15968	0.58816	0	NA	NA	NA
L-methionine transport via ABC system	7	11.39	0.017964	0.38223	-11.39	0.998	1	11.028	0.45709	0.73516	6	11.968	0.22355	0.65874	1	-0.13782	0.92615	0.98674
L-methionine-R-sulfoxide reductase	2	-3.7479	0.76248	1	12.985	0.14172	0.58994	8.085	0.26148	0.59311	1	2.6853	0.51098	0.81899	1	8.7486	0.18762	0.49062
L-methionine-S-oxide reductase	3	-4.0053	0.80439	1	11.548	0.12774	0.58589	9.3458	0.25749	0.58763	1	2.6853	0.51098	0.81899	2	9.5474	0.28144	0.62697
L-proline transport via ABC system	9	16.416	0.003992	0.32956	-8.6764	0.97405	1	22.221	0.055888	0.43597	6	23.557	0.003992	0.22056	3	5.1742	0.68663	0.8874
L-serine deaminase	2	-0.99808	0.59681	1	0.99808	0.42116	0.93409	0.05561	0.9521	0.98114	0	NA	NA	NA	2	0.05561	0.96407	0.99292
L-serine dehydrogenase	1	3.9729	0.20359	0.70017	-3.9729	0.8004	1	3.8047	0.37525	0.69105	1	3.8047	0.40918	0.81899	0	NA	NA	NA
L-serine transport out via proton antiport	3	-6.4829	0.92615	1	6.4829	0.21756	0.73189	8.458	0.29541	0.61464	1	1.6578	0.65868	0.84666	2	9.1866	0.28743	0.62697
