Rxn name	Formula	Gene-reaction association	LB	UB	Objective
PNTK	atp_c + pnto__R_c  -> 4ppan_c + adp_c + h_c 	AC5u0009GL000965	  0.00	1000.00	  0.00
ACCOAC	accoa_c + atp_c + hco3_c  -> adp_c + h_c + malcoa_c + pi_c 	AC5u0009GL001601 and AC5u0009GL000226 and AC5u0009GL000222 and AC5u0009GL000223 and AC5u0009GL000224	  0.00	1000.00	  0.00
ICDHy	icit_c + nadp_c  <=> akg_c + co2_c + nadph_c 	AC5u0009GL001348	-1000.00	1000.00	  0.00
CYTD	cytd_c + h2o_c + h_c  -> nh4_c + uri_c 	AC5u0009GL001387	  0.00	1000.00	  0.00
TPI	dhap_c  <=> g3p_c 	AC5u0009GL000359 or AC5u0009GL000936 or AC5u0009GL001871	-1000.00	1000.00	  0.00
COPREC6MT	2 amet_c + codhpre6_c  -> 2 ahcys_c + co2_c + copre8_c + h_c 	AC5u0009GL001897 or AC5u0009GL001896	  0.00	1000.00	  0.00
HDEHL4	3hdeacp_c  -> 2tdeacp_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
GRTT	grdp_c + ipdp_c  -> frdp_c + ppi_c 	AC5u0009GL000033 or AC5u0009GL002178	  0.00	1000.00	  0.00
COPREC2MT	amet_c + copre2_c  -> ahcys_c + copre3_c + h_c 	AC5u0009GL001889	  0.00	1000.00	  0.00
AGAT_LRE	agly3p_LRE_c + 0.0211 cpocdacp_c + 0.0258 hdeACP_c + 0.075 ocdacp_c + 0.3519 ocdcyaACP_c + 0.1591 octeACP_c + 0.2566 palmACP_c + 0.0687 tdeacp_c + 0.0418 ocdctrACP_c  -> ACP_c + pa_LRE_c 	AC5u0009GL000205	  0.00	1000.00	  0.00
CLPNS_LRE	2 pg_LRE_c  <=> clpn_LRE_c + glyc_c 	AC5u0009GL000414 or AC5u0009GL000415 or AC5u0009GL002046	-1000.00	1000.00	  0.00
NDPK9	atp_c + idp_c  -> adp_c + itp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
NDPK8	atp_c + dadp_c  -> adp_c + datp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
NDPK7	atp_c + dcdp_c  -> adp_c + dctp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
NDPK6	atp_c + dudp_c  -> adp_c + dutp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
NDPK5	atp_c + dgdp_c  -> adp_c + dgtp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
MTHFD	mlthf_c + nadp_c  <=> methf_c + nadph_c 	AC5u0009GL000036	-1000.00	1000.00	  0.00
MTHFC	h2o_c + methf_c  <=> 10fthf_c + h_c 	AC5u0009GL000036	-1000.00	1000.00	  0.00
GTHS	atp_c + glucys_c + gly_c  -> adp_c + gthrd_c + h_c + pi_c 	AC5u0009GL000401	  0.00	1000.00	  0.00
NDPK1	atp_c + gdp_c  -> adp_c + gtp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
FA161ACPH	h2o_c + hdeACP_c  <=> ACP_c + h_c + hdcea_c 	AC5u0009GL000768	-1000.00	1000.00	  0.00
DUTPDP	dutp_c + h2o_c  -> dump_c + h_c + ppi_c 	AC5u0009GL000733	  0.00	1000.00	  0.00
ADEADOCBLS	agdpcbi_c + prbade_c[]  -> gmp_c + h_c + adeadocblp_c[] 	AC5u0009GL001877	  0.00	1000.00	  0.00
BTDD_RR	btd__RR_c + nad_c  <=> actn__R_c + h_c + nadh_c 	AC5u0009GL000322	-1000.00	1000.00	  0.00
HBUHL1	3hbutACP_c  -> but2eACP_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
GLNabc	atp_c + gln__L_e + h2o_c  -> adp_c + gln__L_c + h_c + pi_c 	AC5u0009GL001235 or AC5u0009GL001236 or AC5u0009GL001667 or AC5u0009GL000165 or AC5u0009GL000668 or AC5u0009GL000728 or AC5u0009GL001233 or AC5u0009GL001666 or AC5u0009GL001685 or AC5u0009GL002128 or AC5u0009GL000165 or AC5u0009GL000668 or AC5u0009GL000728 or AC5u0009GL001233 or AC5u0009GL001666 or AC5u0009GL001685 or AC5u0009GL001849 or AC5u0009GL002128 or AC5u0009GL001234 or AC5u0009GL001235 or AC5u0009GL001236	  0.00	1000.00	  0.00
HDDHL5	3hddacp_c  -> 2tddacp_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HEXTT	hexdp_c + ipdp_c  -> hepdp_c + ppi_c 	AC5u0009GL002178	  0.00	1000.00	  0.00
HMGCOAS	coa_c + h_c + hmgcoa_c  <=> aacoa_c + accoa_c + h2o_c 	AC5u0009GL000209	-1000.00	1000.00	  0.00
HMGCOAR	coa_c + mev__R_c + 2 nadp_c  <=> 2 h_c + hmgcoa_c + 2 nadph_c 	AC5u0009GL000599	-1000.00	1000.00	  0.00
UDCPDPS	frdp_c + 8 ipdp_c  -> 8 ppi_c + udcpdp_c 	AC5u0009GL002178 or AC5u0009GL000197 or AC5u0009GL000033	  0.00	1000.00	  0.00
MTAN	5mta_c + h2o_c  -> 5mtr_c + ade_c 	AC5u0009GL001346	  0.00	1000.00	  0.00
PNS4	h2o_c + xtsn_c  -> rib__D_c + xan_c 	AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL002084	  0.00	1000.00	  0.00
TYRt6	h_e + tyr__L_e  <=> h_c + tyr__L_c 	AC5u0009GL000940 or AC5u0009GL001485	-1000.00	1000.00	  0.00
LDH_D	lac__D_c + nad_c  <=> h_c + nadh_c + pyr_c 	AC5u0009GL000202 or AC5u0009GL001632 or AC5u0009GL000420 or AC5u0009GL000955	-1000.00	1000.00	  0.00
NADPH12	h_c + nadph_c + q8_c  -> nadp_c + q8h2_c 	AC5u0009GL001208	  0.00	1000.00	  0.00
AP4AH	ap4a_c + h2o_c  -> 2 adp_c + 2 h_c 	AC5u0009GL001465	  0.00	1000.00	  0.00
PGMT	g1p_c  <=> g6p_c 	AC5u0009GL000802	-1000.00	1000.00	  0.00
RNTR1	atp_c + trdrd_c  -> datp_c + h2o_c + trdox_c 	AC5u0009GL001026 or AC5u0009GL001728 or AC5u0009GL001940	  0.00	1000.00	  0.00
ARGORNt3	arg__L_e + orn__L_c  <=> arg__L_c + orn__L_e 	AC5u0009GL000124 or AC5u0009GL001437 or AC5u0009GL001438 or AC5u0009GL000125 or AC5u0009GL001158 or AC5u0009GL001484	-1000.00	1000.00	  0.00
G6PDA	gam6p_c + h2o_c  -> f6p_c + nh4_c 	AC5u0009GL001275	  0.00	1000.00	  0.00
ENO	2pg_c  <=> h2o_c + pep_c 	AC5u0009GL001872	-1000.00	1000.00	  0.00
DURADy	56dura_c + nadp_c  <=> h_c + nadph_c + ura_c 	AC5u0009GL001033 or AC5u0009GL001034	-1000.00	1000.00	  0.00
XPPT	prpp_c + xan_c  -> ppi_c + xmp_c 	AC5u0009GL000324	  0.00	1000.00	  0.00
GNK	atp_c + glcn__D_c  -> 6pgc_c + adp_c + h_c 	AC5u0009GL001543 or AC5u0009GL001789 or AC5u0009GL001859	  0.00	1000.00	  0.00
DPR	2dhp_c + h_c + nadph_c  -> nadp_c + pant__R_c 	AC5u0009GL000435 or AC5u0009GL000781	  0.00	1000.00	  0.00
METAT	atp_c + h2o_c + met__L_c  -> amet_c + pi_c + ppi_c 	AC5u0009GL001046	  0.00	1000.00	  0.00
GLUR	glu__D_c  <=> glu__L_c 	AC5u0009GL000643 or AC5u0009GL002153	-1000.00	1000.00	  0.00
GAPD	g3p_c + nad_c + pi_c  <=> 13dpg_c + h_c + nadh_c 	AC5u0009GL001869	-1000.00	1000.00	  0.00
GLNS	atp_c + glu__L_c + nh4_c  -> adp_c + gln__L_c + h_c + pi_c 	AC5u0009GL000057	  0.00	1000.00	  0.00
RNTR4	trdrd_c + utp_c  -> dutp_c + h2o_c + trdox_c 	AC5u0009GL001026 or AC5u0009GL001728 or AC5u0009GL001940	  0.00	1000.00	  0.00
GLYCDx	glyc_c + nad_c  -> dha_c + h_c + nadh_c 	AC5u0009GL001480	  0.00	1000.00	  0.00
LPGS_LRE	lystrna_c + pg_LRE_c  -> lyspg_LRE_c + trnalys_c 	AC5u0009GL001244	  0.00	1000.00	  0.00
GLCNt2	glcn__D_e + h_e  <=> glcn__D_c + h_c 	AC5u0009GL001364 or AC5u0009GL001541	-1000.00	1000.00	  0.00
UDPDPS	decdp_c + ipdp_c  -> ppi_c + udcpdp_c 	AC5u0009GL000197	  0.00	1000.00	  0.00
PMEVK	5pmev_c + atp_c  -> 5dpmev_c + adp_c 	AC5u0009GL001739	  0.00	1000.00	  0.00
PYDXK	atp_c + pydx_c  -> adp_c + h_c + pydx5p_c 	AC5u0009GL000270 or AC5u0009GL000843 or AC5u0009GL001072	  0.00	1000.00	  0.00
GLUN	gln__L_c + h2o_c  -> glu__L_c + nh4_c 	AC5u0009GL000367	  0.00	1000.00	  0.00
NDPK4	atp_c + dtdp_c  -> adp_c + dttp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
PRASCS	5aizc_c + asp__L_c + atp_c  <=> 25aics_c + adp_c + h_c + pi_c 	AC5u0009GL000897	-1000.00	1000.00	  0.00
COPREC6R2	copre6_c + h_c + nadph_c  -> codhpre6_c + nadp_c 	AC5u0009GL001892	  0.00	1000.00	  0.00
PGMT_B	g6p_B_c  <=> g1p_B_c 	AC5u0009GL000407	-1000.00	1000.00	  0.00
NDPK3	atp_c + cdp_c  -> adp_c + ctp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
MI1PP	h2o_c + mi1p__D_c  -> inost_c + pi_c 	AC5u0009GL001052 or AC5u0009GL001955 or AC5u0009GL001379	  0.00	1000.00	  0.00
RBK	atp_c + rib__D_c  -> adp_c + h_c + r5p_c 	AC5u0009GL000982 or AC5u0009GL001057	  0.00	1000.00	  0.00
PTAr	accoa_c + pi_c  <=> actp_c + coa_c 	AC5u0009GL000976	-1000.00	1000.00	  0.00
NDPK2	atp_c + udp_c  -> adp_c + utp_c 	AC5u0009GL000603	  0.00	1000.00	  0.00
ALKP	dhap_c + h2o_c  -> dha_c + pi_c 	AC5u0009GL000964 or AC5u0009GL001481 or AC5u0009GL002025	  0.00	1000.00	  0.00
CYTDK2	cytd_c + gtp_c  -> cmp_c + gdp_c + h_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
CYTDK3	cytd_c + itp_c  -> cmp_c + h_c + idp_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
DGNSK	atp_c + dgsn_c  -> adp_c + dgmp_c + h_c 	AC5u0009GL001054 or AC5u0009GL001221	  0.00	1000.00	  0.00
TYRTRS	atp_c + trnatyr_c + tyr__L_c  -> amp_c + ppi_c + tyrtrna_c 	AC5u0009GL000886	  0.00	1000.00	  0.00
PGSA_LRE	cdpdag_LRE_c + glyc3p_c  <=> cmp_c + h_c + pgp_LRE_c 	AC5u0009GL000663 or AC5u0009GL002133	-1000.00	1000.00	  0.00
DAPE	26dap_LL_c  <=> 26dap_M_c 	AC5u0009GL001354	-1000.00	1000.00	  0.00
IPDDI	ipdp_c  <=> dmpp_c 	AC5u0009GL001740	-1000.00	1000.00	  0.00
ACBIPGT	adocbip_c + gtp_c + h_c  -> agdpcbi_c + ppi_c 	AC5u0009GL001878	  0.00	1000.00	  0.00
NTD11	h2o_c + imp_c  -> ins_c + pi_c 	AC5u0009GL001278	  0.00	1000.00	  0.00
AIRC	air_c + co2_c  -> 5aizc_c + h_c 	AC5u0009GL000325 or AC5u0009GL000899 or AC5u0009GL000900	  0.00	1000.00	  0.00
CBIA	2 atp_c + cobya_c + 2 gln__L_c + 2 h2o_c  -> 2 adp_c + co2dam_c + 2 glu__L_c + 2 h_c + 2 pi_c 	AC5u0009GL001901	  0.00	1000.00	  0.00
PPK2r	atp_c + ppi_c  -> adp_c + pppi_c 	AC5u0009GL000770	  0.00	1000.00	  0.00
COPREC3MT	amet_c + copre3_c  -> ahcys_c + copre4_c 	AC5u0009GL001893	  0.00	1000.00	  0.00
GMPR	gmp_c + 2 h_c + nadph_c  -> imp_c + nadp_c + nh4_c 	AC5u0009GL000395	  0.00	1000.00	  0.00
THZPSN	atp_c + cys__L_c + dxyl5p_c + tyr__L_c  -> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c 	AC5u0009GL001245	  0.00	1000.00	  0.00
URIK1	atp_c + uri_c  -> adp_c + h_c + ump_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
UPP3S	hmbil_c  -> h2o_c + uppg3_c 	AC5u0009GL001875 or AC5u0009GL001891	  0.00	1000.00	  0.00
LEUt6	h_e + leu__L_e  <=> h_c + leu__L_c 	AC5u0009GL001196 or AC5u0009GL001499 or AC5u0009GL001500 or AC5u0009GL002064	-1000.00	1000.00	  0.00
TMDPP	2dr1p_c + thym_c  <=> pi_c + thymd_c 	AC5u0009GL001506	-1000.00	1000.00	  0.00
PYNP2	pi_c + uri_c  <=> r1p_c + ura_c 	AC5u0009GL001506	-1000.00	1000.00	  0.00
LEUt2	h_e + leu__L_e  -> h_c + leu__L_c 	AC5u0009GL001196 or AC5u0009GL002064	  0.00	1000.00	  0.00
ABTA	4abut_c + akg_c  -> glu__L_c + sucsal_c 	AC5u0009GL000606	  0.00	1000.00	  0.00
PNS2	gsn_c + h2o_c  -> gua_c + rib__D_c 	AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL002084	  0.00	1000.00	  0.00
URAt2	h_e + ura_e  -> h_c + ura_c 	AC5u0009GL000111	  0.00	1000.00	  0.00
ACTD	actn__R_c + nad_c  <=> diact_c + h_c + nadh_c 	AC5u0009GL000322	-1000.00	1000.00	  0.00
NTD10	h2o_c + xmp_c  -> pi_c + xtsn_c 	AC5u0009GL001278	  0.00	1000.00	  0.00
CYSTGL	cyst__L_c + h2o_c  -> 2obut_c + cys__L_c + nh4_c 	AC5u0009GL000726	  0.00	1000.00	  0.00
PYRNS1	h2o_c + uri_c  -> rib__D_c + ura_c 	AC5u0009GL001662 or AC5u0009GL001778	  0.00	1000.00	  0.00
URIDK2	atp_c + dump_c  -> adp_c + dudp_c 	AC5u0009GL000199 or AC5u0009GL001574	  0.00	1000.00	  0.00
OMPDC	h_c + orot5p_c  -> co2_c + ump_c 	AC5u0009GL001494	  0.00	1000.00	  0.00
PUNP3	gsn_c + pi_c  <=> gua_c + r1p_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
ILEt2	h_e + ile__L_e  -> h_c + ile__L_c 	AC5u0009GL001196 or AC5u0009GL002064	  0.00	1000.00	  0.00
XANt2	h_e + xan_e  -> h_c + xan_c 	AC5u0009GL001486	  0.00	1000.00	  0.00
ATPS3r	adp_c + 3 h_e + pi_c  <=> atp_c + h2o_c + 2 h_c 	AC5u0009GL000103 or AC5u0009GL000106 or AC5u0009GL000107 or AC5u0009GL000108 or AC5u0009GL000110 or AC5u0009GL000105 or AC5u0009GL000104	-1000.00	1000.00	  0.00
ILEt6	h_e + ile__L_e  <=> h_c + ile__L_c 	AC5u0009GL001196 or AC5u0009GL001499 or AC5u0009GL001500 or AC5u0009GL002064	-1000.00	1000.00	  0.00
HXPRT	hxan_c + prpp_c  -> imp_c + ppi_c 	AC5u0009GL000386 or AC5u0009GL001821	  0.00	1000.00	  0.00
SPMDabc	atp_c + h2o_c + spmd_e  -> adp_c + h_c + pi_c + spmd_c 	AC5u0009GL002082 or AC5u0009GL002080 or AC5u0009GL002081 or AC5u0009GL000915 or AC5u0009GL002083	  0.00	1000.00	  0.00
PNS3	h2o_c + ins_c  -> hxan_c + rib__D_c 	AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL002084	  0.00	1000.00	  0.00
M1PD	mnl1p_c + nad_c  <=> f6p_c + h_c + nadh_c 	AC5u0009GL002062	-1000.00	1000.00	  0.00
HACD1	aacoa_c + h_c + nadh_c  <=> 3hbycoa_c + nad_c 	AC5u0009GL001661	-1000.00	1000.00	  0.00
SSALx	h2o_c + nad_c + sucsal_c  -> 2 h_c + nadh_c + succ_c 	AC5u0009GL001521	  0.00	1000.00	  0.00
CBPS	2 atp_c + gln__L_c + h2o_c + hco3_c  -> 2 adp_c + cbp_c + glu__L_c + 2 h_c + pi_c 	AC5u0009GL001182 or AC5u0009GL001183 or AC5u0009GL001529 or AC5u0009GL001530	  0.00	1000.00	  0.00
DRBK	atp_c + drib_c  -> 2dr5p_c + adp_c + h_c 	AC5u0009GL000982 or AC5u0009GL001057	  0.00	1000.00	  0.00
ALCD19_D	glyald_c + h_c + nadph_c  <=> glyc_c + nadp_c 	AC5u0009GL000399	-1000.00	1000.00	  0.00
UMPK	atp_c + ump_c  -> adp_c + udp_c 	AC5u0009GL001574	  0.00	1000.00	  0.00
PYDAMK	atp_c + pydam_c  -> adp_c + h_c + pyam5p_c 	AC5u0009GL000270 or AC5u0009GL000843 or AC5u0009GL001072	  0.00	1000.00	  0.00
ADK1	amp_c + atp_c  -> 2 adp_c 	AC5u0009GL000309	  0.00	1000.00	  0.00
RNDR2	gdp_c + trdrd_c  -> dgdp_c + h2o_c + trdox_c 	AC5u0009GL000755 or AC5u0009GL000756	  0.00	1000.00	  0.00
ALCD19_L	Lglyald_c + h_c + nadph_c  <=> glyc_c + nadp_c 	AC5u0009GL000399	-1000.00	1000.00	  0.00
PUNP4	dgsn_c + pi_c  <=> 2dr1p_c + gua_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
PGI	g6p_c  <=> f6p_c 	AC5u0009GL000149	-1000.00	1000.00	  0.00
UAGCVT	pep_c + uacgam_c  -> pi_c + uaccg_c 	AC5u0009GL000102 or AC5u0009GL000352	  0.00	1000.00	  0.00
CSND	csn_c + h2o_c + h_c  -> nh4_c + ura_c 	AC5u0009GL000758 or AC5u0009GL000377	  0.00	1000.00	  0.00
AMMQT8_2	2dmmq8_c + amet_c  -> ahcys_c + h_c + mqn8_c 	AC5u0009GL001463	  0.00	1000.00	  0.00
RPE	ru5p__D_c  <=> xu5p__D_c 	AC5u0009GL000019	-1000.00	1000.00	  0.00
HETZK	4mhetz_c + atp_c  -> 4mpetz_c + adp_c + h_c 	AC5u0009GL000269	  0.00	1000.00	  0.00
MNabc	atp_c + h2o_c + mn2_e  -> adp_c + h_c + mn2_c + pi_c 	AC5u0009GL000586 and AC5u0009GL000588 and AC5u0009GL000587	  0.00	1000.00	  0.00
NNATr	atp_c + h_c + nicrnt_c  <=> dnad_c + ppi_c 	AC5u0009GL000090	-1000.00	1000.00	  0.00
MDH	mal__L_c + nad_c  <=> h_c + nadh_c + oaa_c 	AC5u0009GL001170	-1000.00	1000.00	  0.00
G1PPDM	2 g1p_c  -> g16bp_c + glc__D_c 	AC5u0009GL000407	  0.00	1000.00	  0.00
UAMAS	ala__L_c + atp_c + uamr_c  -> adp_c + h_c + pi_c + uama_c 	AC5u0009GL000826 or AC5u0009GL001089	  0.00	1000.00	  0.00
RPI	r5p_c  <=> ru5p__D_c 	AC5u0009GL000731	-1000.00	1000.00	  0.00
GLUCYSL	atp_c + cys__L_c + glu__L_c  -> adp_c + glucys_c + h_c + pi_c 	AC5u0009GL000401 or AC5u0009GL001171	  0.00	1000.00	  0.00
DHDPS	aspsa_c + pyr_c  -> 23dhdp_c + 2 h2o_c + h_c 	AC5u0009GL001359	  0.00	1000.00	  0.00
ARGDI	arg__L_c + h2o_c  -> citr__L_c + nh4_c 	AC5u0009GL000127	  0.00	1000.00	  0.00
PGM	3pg_c  <=> 2pg_c 	AC5u0009GL000361 or AC5u0009GL000959 or AC5u0009GL001483 or AC5u0009GL001350 or AC5u0009GL000724 or AC5u0009GL000888 or AC5u0009GL001908	-1000.00	1000.00	  0.00
HMBS	h2o_c + 4 ppbng_c  -> hmbil_c + 4 nh4_c 	AC5u0009GL001881	  0.00	1000.00	  0.00
PGK	13dpg_c + adp_c  <=> 3pg_c + atp_c 	AC5u0009GL001870	-1000.00	1000.00	  0.00
ASNS2	asp__L_c + atp_c + nh4_c  -> amp_c + asn__L_c + h_c + ppi_c 	AC5u0009GL000452	  0.00	1000.00	  0.00
HHDHL7	3hpaacp_c  -> 2thdeacp_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
PTRCabc	atp_c + h2o_c + ptrc_e  -> adp_c + h_c + pi_c + ptrc_c 	AC5u0009GL002082 or AC5u0009GL002080 or AC5u0009GL002081 or AC5u0009GL000915 or AC5u0009GL002083	  0.00	1000.00	  0.00
ALCD19	glyald_c + h_c + nadh_c  <=> glyc_c + nad_c 	AC5u0009GL000790	-1000.00	1000.00	  0.00
GALK2	a_gal__D_c + atp_c  -> adp_c + gal1p_c + h_c 	AC5u0009GL002028	  0.00	1000.00	  0.00
PGAMT	gam1p_c  <=> gam6p_c 	AC5u0009GL000987	-1000.00	1000.00	  0.00
UAPGR	h_c + nadph_c + uaccg_c  -> nadp_c + uamr_c 	AC5u0009GL000981	  0.00	1000.00	  0.00
THZPSN2	MCOSH_c + dxyl5p_c + gly_c + nadp_c  -> 4mpetz_c + MCOOH_c + co2_c + 2 h2o_c + 2 h_c + nadph_c 	AC5u0009GL001245	  0.00	1000.00	  0.00
SERTRS	atp_c + ser__L_c + trnaser_c  -> amp_c + ppi_c + sertrna_c 	AC5u0009GL001193 or AC5u0009GL002113	  0.00	1000.00	  0.00
DHFS	atp_c + dhpt_c + glu__L_c  -> adp_c + dhf_c + h_c + pi_c 	AC5u0009GL000849 or AC5u0009GL001065 or AC5u0009GL001066 or AC5u0009GL000674 or AC5u0009GL002122	  0.00	1000.00	  0.00
Kabc	atp_c + h2o_c + k_e  -> adp_c + h_c + k_c + pi_c 	AC5u0009GL001305 or AC5u0009GL001304	  0.00	1000.00	  0.00
G3PCT	ctp_c + glyc3p_c + h_c  -> cdpglyc_c + ppi_c 	AC5u0009GL000196	  0.00	1000.00	  0.00
PNS1	adn_c + h2o_c  -> ade_c + rib__D_c 	AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL002084	  0.00	1000.00	  0.00
UGMDDS2	alalac_c + atp_c + ugmd_c  -> adp_c + h_c + pi_c + ugmdalac_c 	AC5u0009GL000365	  0.00	1000.00	  0.00
FTHFCL	5fthf_c + atp_c  -> adp_c + methf_c + pi_c 	AC5u0009GL000018 or AC5u0009GL000065	  0.00	1000.00	  0.00
HISabc	atp_c + h2o_c + his__L_e  -> adp_c + h_c + his__L_c + pi_c 	AC5u0009GL000164 or AC5u0009GL000669 or AC5u0009GL002127 or AC5u0009GL000165 or AC5u0009GL000613 or AC5u0009GL000668 or AC5u0009GL000728 or AC5u0009GL001233 or AC5u0009GL001666 or AC5u0009GL001685 or AC5u0009GL002128 or AC5u0009GL000667 or AC5u0009GL000800 or AC5u0009GL002129	  0.00	1000.00	  0.00
DURIPP	duri_c + pi_c  <=> 2dr1p_c + ura_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
MEVK	atp_c + mev__R_c  -> 5pmev_c + adp_c + h_c 	AC5u0009GL001737	  0.00	1000.00	  0.00
ACACT1r	2 accoa_c  <=> aacoa_c + coa_c 	AC5u0009GL000410	-1000.00	1000.00	  0.00
HSAT	accoa_c + hom__L_c  <=> achms_c + coa_c 	AC5u0009GL002042	-1000.00	1000.00	  0.00
ACKr	ac_c + atp_c  <=> actp_c + adp_c 	AC5u0009GL000624 or AC5u0009GL001911 or AC5u0009GL002172	-1000.00	1000.00	  0.00
CYSTRS	atp_c + cys__L_c + trnacys_c  -> amp_c + cystrna_c + ppi_c 	AC5u0009GL000736	  0.00	1000.00	  0.00
GMPS2	atp_c + gln__L_c + h2o_c + xmp_c  -> amp_c + glu__L_c + gmp_c + 2 h_c + ppi_c 	AC5u0009GL000967 or AC5u0009GL000459	  0.00	1000.00	  0.00
MNt6	h_e + mn2_e  <=> h_c + mn2_c 	AC5u0009GL001302 or AC5u0009GL001853	-1000.00	1000.00	  0.00
GLYBabc	atp_c + glyb_e + h2o_c  -> adp_c + glyb_c + h_c + pi_c 	AC5u0009GL000914 or AC5u0009GL000916 or AC5u0009GL000915 or AC5u0009GL002083	  0.00	1000.00	  0.00
ADPT	ade_c + prpp_c  -> amp_c + ppi_c 	AC5u0009GL000386 or AC5u0009GL001821	  0.00	1000.00	  0.00
FBA	fdp_c  <=> dhap_c + g3p_c 	AC5u0009GL000360	-1000.00	1000.00	  0.00
CYTB_B2	2 h_c + mql7_c + 0.5 o2_c  -> h2o_c + 2 h_e + mqn7_c 	AC5u0009GL000677 or AC5u0009GL000678 or AC5u0009GL000679 or AC5u0009GL000680 or AC5u0009GL000676	  0.00	1000.00	  0.00
NAt7	h_e + na1_c  <=> h_c + na1_e 	AC5u0009GL001214 or AC5u0009GL000605	-1000.00	1000.00	  0.00
URIK3	itp_c + uri_c  -> h_c + idp_c + ump_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
UAGDP	acgam1p_c + h_c + utp_c  -> ppi_c + uacgam_c 	AC5u0009GL000584	  0.00	1000.00	  0.00
DMATT	dmpp_c + ipdp_c  -> grdp_c + ppi_c 	AC5u0009GL000033 or AC5u0009GL002178	  0.00	1000.00	  0.00
PMPK	4ampm_c + atp_c  -> 2mahmp_c + adp_c 	AC5u0009GL000270 or AC5u0009GL000843 or AC5u0009GL001072	  0.00	1000.00	  0.00
G1SAT	glu1sa_c  <=> 5aop_c 	AC5u0009GL001879	-1000.00	1000.00	  0.00
R05220	atp_c + co1dam_c + h2o_c  -> adcobdam_c + pi_c + ppi_c 	AC5u0009GL001915 or AC5u0009GL001903	  0.00	1000.00	  0.00
DURIK1	atp_c + duri_c  -> adp_c + dump_c + h_c 	AC5u0009GL000120	  0.00	1000.00	  0.00
R05225	adcobdam_c + 4 atp_c + 4 gln__L_c + 4 h2o_c  -> adcobhex_c + 4 adp_c + 4 glu__L_c + 4 h_c + 4 pi_c 	AC5u0009GL001884	  0.00	1000.00	  0.00
GGGABAH	gg4abut_c + h2o_c  -> 4abut_c + glu__L_c 	AC5u0009GL000400	  0.00	1000.00	  0.00
DINSK	atp_c + din_c  -> adp_c + dimp_c 	AC5u0009GL001054 or AC5u0009GL001221	  0.00	1000.00	  0.00
COPRECI	copre8_c  -> cobya_c 	AC5u0009GL001899	  0.00	1000.00	  0.00
URIK2	gtp_c + uri_c  -> gdp_c + h_c + ump_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
PMANM	man1p_c  <=> man6p_c 	AC5u0009GL000802	-1000.00	1000.00	  0.00
DADNK	atp_c + dad_2_c  -> adp_c + damp_c + h_c 	AC5u0009GL001054 or AC5u0009GL001221	  0.00	1000.00	  0.00
SELCYSLY	dtt_c + scys__L_c  -> seln_c + ala__L_c + dttOX_c + h_c 	AC5u0009GL000683 or AC5u0009GL001347 or AC5u0009GL001760	  0.00	1000.00	  0.00
GALT	gal1p_c + h_c + utp_c  <=> ppi_c + udpgal_c 	AC5u0009GL002027	-1000.00	1000.00	  0.00
ASPTRS	asp__L_c + atp_c + trnaasp_c  -> amp_c + asptrna_c + ppi_c 	AC5u0009GL000166	  0.00	1000.00	  0.00
CHLabc	atp_c + chol_e + h2o_c  -> adp_c + chol_c + h_c + pi_c 	AC5u0009GL000914 or AC5u0009GL000916 or AC5u0009GL000915 or AC5u0009GL002083	  0.00	1000.00	  0.00
NADS1	atp_c + dnad_c + nh4_c  -> amp_c + h_c + nad_c + ppi_c 	AC5u0009GL000719	  0.00	1000.00	  0.00
UDPGALM	udpgal_c  -> udpgalfur_c 	AC5u0009GL001427 or AC5u0009GL001456	  0.00	1000.00	  0.00
